1723-01-01,1.100
1723-02-01,4.400
1723-03-01,7.500
1723-04-01,8.900
1723-05-01,11.700
1723-06-01,15.000
1723-07-01,15.300
1723-08-01,15.600
1723-09-01,13.300
1723-10-01,11.100
1723-11-01,7.500
1723-12-01,5.800
1724-01-01,5.600
1724-02-01,4.200
1724-03-01,4.700
1724-04-01,7.200
1724-05-01,11.400
1724-06-01,15.300
1724-07-01,15.000
1724-08-01,16.200
1724-09-01,14.400
1724-10-01,8.600
1724-11-01,5.300
1724-12-01,3.300
1725-01-01,4.400
1725-02-01,3.300
1725-03-01,5.000
1725-04-01,8.100
1725-05-01,10.800
1725-06-01,12.200
1725-07-01,13.800
1725-08-01,13.300
1725-09-01,12.800
1725-10-01,9.400
1725-11-01,6.900
1725-12-01,3.900
1726-01-01,1.100
1726-02-01,4.200
1726-03-01,4.200
1726-04-01,8.400
1726-05-01,13.400
1726-06-01,16.400
1726-07-01,16.000
1726-08-01,15.600
1726-09-01,14.700
1726-10-01,10.200
1726-11-01,6.100
1726-12-01,1.800
1727-01-01,4.200
1727-02-01,5.000
1727-03-01,5.100
1727-04-01,9.200
1727-05-01,13.600
1727-06-01,14.900
1727-07-01,16.900
1727-08-01,16.900
1727-09-01,14.400
1727-10-01,10.800
1727-11-01,4.700
1727-12-01,3.600
1728-01-01,3.900
1728-02-01,2.400
1728-03-01,7.100
1728-04-01,8.300
1728-05-01,12.500
1728-06-01,16.400
1728-07-01,16.900
1728-08-01,16.000
1728-09-01,12.800
1728-10-01,9.100
1728-11-01,7.200
1728-12-01,1.600
1729-01-01,1.200
1729-02-01,2.300
1729-03-01,2.800
1729-04-01,7.100
1729-05-01,10.300
1729-06-01,15.100
1729-07-01,16.800
1729-08-01,15.700
1729-09-01,16.600
1729-10-01,10.100
1729-11-01,8.100
1729-12-01,5.000
1730-01-01,4.100
1730-02-01,4.700
1730-03-01,6.200
1730-04-01,8.700
1730-05-01,12.400
1730-06-01,14.000
1730-07-01,15.300
1730-08-01,16.300
1730-09-01,15.300
1730-10-01,10.900
1730-11-01,9.200
1730-12-01,3.400
1731-01-01,1.900
1731-02-01,2.200
1731-03-01,6.000
1731-04-01,6.800
1731-05-01,12.100
1731-06-01,15.600
1731-07-01,16.300
1731-08-01,16.700
1731-09-01,15.300
1731-10-01,12.300
1731-11-01,7.800
1731-12-01,5.200
1732-01-01,2.400
1732-02-01,6.400
1732-03-01,6.100
1732-04-01,8.900
1732-05-01,11.400
1732-06-01,14.600
1732-07-01,16.000
1732-08-01,16.600
1732-09-01,14.500
1732-10-01,10.900
1732-11-01,6.300
1732-12-01,2.200
1733-01-01,6.900
1733-02-01,6.000
1733-03-01,5.900
1733-04-01,10.000
1733-05-01,11.200
1733-06-01,15.200
1733-07-01,18.300
1733-08-01,16.100
1733-09-01,12.800
1733-10-01,9.100
1733-11-01,6.500
1733-12-01,7.600
1734-01-01,4.300
1734-02-01,6.400
1734-03-01,8.100
1734-04-01,9.300
1734-05-01,11.100
1734-06-01,14.100
1734-07-01,16.200
1734-08-01,16.200
1734-09-01,13.300
1734-10-01,8.400
1734-11-01,6.200
1734-12-01,4.000
1735-01-01,4.400
1735-02-01,4.000
1735-03-01,5.800
1735-04-01,8.900
1735-05-01,10.900
1735-06-01,13.300
1735-07-01,14.800
1735-08-01,16.200
1735-09-01,14.200
1735-10-01,10.300
1735-11-01,6.300
1735-12-01,5.400
1736-01-01,6.400
1736-02-01,3.100
1736-03-01,6.900
1736-04-01,8.600
1736-05-01,10.600
1736-06-01,15.700
1736-07-01,16.400
1736-08-01,17.800
1736-09-01,14.400
1736-10-01,10.400
1736-11-01,6.900
1736-12-01,6.400
1737-01-01,6.200
1737-02-01,4.200
1737-03-01,6.100
1737-04-01,8.800
1737-05-01,12.500
1737-06-01,15.900
1737-07-01,17.400
1737-08-01,13.800
1737-09-01,14.200
1737-10-01,8.900
1737-11-01,6.100
1737-12-01,4.900
1738-01-01,4.600
1738-02-01,4.600
1738-03-01,5.500
1738-04-01,9.900
1738-05-01,11.400
1738-06-01,14.200
1738-07-01,16.400
1738-08-01,16.000
1738-09-01,12.500
1738-10-01,10.200
1738-11-01,6.300
1738-12-01,6.100
1739-01-01,4.000
1739-02-01,6.800
1739-03-01,5.800
1739-04-01,6.700
1739-05-01,11.600
1739-06-01,15.200
1739-07-01,16.000
1739-08-01,14.700
1739-09-01,13.100
1739-10-01,9.600
1739-11-01,3.700
1739-12-01,3.200
1740-01-01,-2.800
1740-02-01,-1.600
1740-03-01,3.900
1740-04-01,6.400
1740-05-01,8.600
1740-06-01,12.800
1740-07-01,15.300
1740-08-01,14.700
1740-09-01,14.000
1740-10-01,5.300
1740-11-01,3.300
1740-12-01,2.200
1741-01-01,1.700
1741-02-01,4.400
1741-03-01,4.200
1741-04-01,7.100
1741-05-01,9.300
1741-06-01,15.200
1741-07-01,15.600
1741-08-01,16.700
1741-09-01,14.700
1741-10-01,11.000
1741-11-01,7.800
1741-12-01,3.900
1742-01-01,1.900
1742-02-01,3.600
1742-03-01,4.100
1742-04-01,6.600
1742-05-01,10.600
1742-06-01,15.000
1742-07-01,15.800
1742-08-01,15.800
1742-09-01,12.200
1742-10-01,9.200
1742-11-01,4.400
1742-12-01,1.100
1743-01-01,3.600
1743-02-01,5.400
1743-03-01,5.300
1743-04-01,5.400
1743-05-01,13.300
1743-06-01,15.600
1743-07-01,14.900
1743-08-01,16.900
1743-09-01,14.200
1743-10-01,8.900
1743-11-01,9.300
1743-12-01,4.900
1744-01-01,1.400
1744-02-01,2.900
1744-03-01,4.800
1744-04-01,6.700
1744-05-01,10.800
1744-06-01,14.400
1744-07-01,16.400
1744-08-01,15.400
1744-09-01,12.800
1744-10-01,9.400
1744-11-01,6.900
1744-12-01,3.500
1745-01-01,3.800
1745-02-01,2.300
1745-03-01,4.400
1745-04-01,7.500
1745-05-01,11.400
1745-06-01,12.200
1745-07-01,16.100
1745-08-01,15.000
1745-09-01,14.200
1745-10-01,10.300
1745-11-01,5.800
1745-12-01,2.700
1746-01-01,2.500
1746-02-01,1.400
1746-03-01,3.100
1746-04-01,6.900
1746-05-01,12.800
1746-06-01,14.300
1746-07-01,15.800
1746-08-01,15.900
1746-09-01,14.200
1746-10-01,7.800
1746-11-01,3.300
1746-12-01,5.300
1747-01-01,3.300
1747-02-01,5.800
1747-03-01,2.500
1747-04-01,8.100
1747-05-01,12.200
1747-06-01,14.700
1747-07-01,16.900
1747-08-01,18.300
1747-09-01,14.400
1747-10-01,9.400
1747-11-01,6.900
1747-12-01,5.300
1748-01-01,2.500
1748-02-01,1.800
1748-03-01,1.800
1748-04-01,6.300
1748-05-01,10.400
1748-06-01,14.800
1748-07-01,15.400
1748-08-01,15.800
1748-09-01,14.200
1748-10-01,9.200
1748-11-01,7.100
1748-12-01,6.000
1749-01-01,5.300
1749-02-01,3.600
1749-03-01,5.300
1749-04-01,6.800
1749-05-01,12.300
1749-06-01,11.900
1749-07-01,17.200
1749-08-01,15.600
1749-09-01,13.800
1749-10-01,10.100
1749-11-01,6.700
1749-12-01,4.700
1750-01-01,4.000
1750-02-01,6.700
1750-03-01,8.200
1750-04-01,7.700
1750-05-01,10.700
1750-06-01,14.200
1750-07-01,17.200
1750-08-01,15.000
1750-09-01,15.200
1750-10-01,9.200
1750-11-01,4.000
1750-12-01,4.200
1751-01-01,4.000
1751-02-01,1.500
1751-03-01,6.200
1751-04-01,7.100
1751-05-01,9.300
1751-06-01,14.900
1751-07-01,15.300
1751-08-01,14.600
1751-09-01,12.600
1751-10-01,8.300
1751-11-01,4.300
1751-12-01,3.000
1752-01-01,3.200
1752-02-01,3.100
1752-03-01,5.600
1752-04-01,6.800
1752-05-01,10.300
1752-06-01,14.800
1752-07-01,15.600
1752-08-01,15.700
1752-09-01,13.900
1752-10-01,10.600
1752-11-01,6.500
1752-12-01,4.200
1753-01-01,2.200
1753-02-01,3.600
1753-03-01,6.000
1753-04-01,7.500
1753-05-01,12.100
1753-06-01,14.600
1753-07-01,15.200
1753-08-01,15.700
1753-09-01,13.100
1753-10-01,10.000
1753-11-01,4.600
1753-12-01,4.400
1754-01-01,3.300
1754-02-01,2.800
1754-03-01,3.400
1754-04-01,6.700
1754-05-01,12.200
1754-06-01,13.600
1754-07-01,14.700
1754-08-01,15.700
1754-09-01,13.900
1754-10-01,10.400
1754-11-01,5.700
1754-12-01,3.600
1755-01-01,2.200
1755-02-01,1.200
1755-03-01,3.900
1755-04-01,10.000
1755-05-01,9.400
1755-06-01,15.700
1755-07-01,15.000
1755-08-01,14.600
1755-09-01,13.500
1755-10-01,8.400
1755-11-01,4.700
1755-12-01,3.900
1756-01-01,4.400
1756-02-01,4.600
1756-03-01,6.000
1756-04-01,6.700
1756-05-01,9.100
1756-06-01,13.800
1756-07-01,16.100
1756-08-01,14.700
1756-09-01,13.600
1756-10-01,9.400
1756-11-01,3.900
1756-12-01,2.900
1757-01-01,0.300
1757-02-01,4.000
1757-03-01,4.900
1757-04-01,8.100
1757-05-01,10.700
1757-06-01,14.000
1757-07-01,18.400
1757-08-01,15.200
1757-09-01,13.300
1757-10-01,8.200
1757-11-01,7.100
1757-12-01,3.200
1758-01-01,2.600
1758-02-01,3.800
1758-03-01,5.200
1758-04-01,7.200
1758-05-01,13.800
1758-06-01,14.600
1758-07-01,14.200
1758-08-01,16.400
1758-09-01,11.900
1758-10-01,8.100
1758-11-01,5.700
1758-12-01,3.900
1759-01-01,5.900
1759-02-01,5.800
1759-03-01,6.100
1759-04-01,8.600
1759-05-01,12.100
1759-06-01,15.000
1759-07-01,18.200
1759-08-01,16.300
1759-09-01,13.500
1759-10-01,10.900
1759-11-01,5.100
1759-12-01,2.500
1760-01-01,1.900
1760-02-01,3.800
1760-03-01,6.600
1760-04-01,9.400
1760-05-01,11.700
1760-06-01,15.200
1760-07-01,16.900
1760-08-01,15.800
1760-09-01,15.700
1760-10-01,9.200
1760-11-01,5.700
1760-12-01,6.100
1761-01-01,5.400
1761-02-01,5.800
1761-03-01,6.800
1761-04-01,9.400
1761-05-01,11.900
1761-06-01,14.300
1761-07-01,15.800
1761-08-01,16.400
